,SMILES,Experimental LogP,Predicted LogP,Deviation
253,O=[N+]([O-])c1cccc(/C=C/c2ccccn2)c1,3.27,3.04,0.23
254,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,6.82,6.64,0.18
255,CC(C)=CCN1CCC2(CCc3ccccc32)CC1,4.17,4.04,0.13
256,CN(C)CCNCc1ccc(-c2cc(Cl)cc(Cl)c2)o1,3.39,3.38,0.01
257,Clc1ccc(-c2ccc(CNCc3ccccn3)o2)cc1,3.35,3.52,-0.17
258,CCOC(=O)C1=C(Nc2ccc(NC3=C(C(=O)OCC)C(=O)CS3)cc2)SCC1=O,3.22,3.06,0.16
259,CCc1noc2cc(-c3ccccc3)n(C)c(=O)c12,1.96,2.67,-0.71
260,Nc1ncnc2sc3c(c12)CCCC3,2.64,2.15,0.49
261,O=S1(=O)CCN(Cc2ccccn2)CC1,-0.56,-0.32,-0.24
262,Cc1ccccc1Nc1c(-c2ccc(N3CCOCC3)cc2)nc2ccc(Cl)cn12,5.33,5.6,-0.27
263,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,-0.28,-0.27,-0.01
264,COc1ccc2nc(Nc3nc(C)c(CCC(C)C)c(O)n3)nc(C)c2c1,4.83,4.8,0.03
265,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,2.82,3.29,-0.47
266,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,8.1,6.51,1.59
267,COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,-0.57,2.39,-2.96
268,CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,4.68,4.63,0.05
269,O=C1C(Cl)=C(NCCc2ccccc2)C(=O)c2ccccc21,3.17,3.59,-0.42
270,Cc1ccn2c(NC(=O)c3ccco3)c(-c3ccccc3)nc2c1,3.55,3.35,0.2
271,Cc1oc(C(=O)O)cc1COc1ccc2c(oc(=O)c3ccccc32)c1C,3.92,3.81,0.11
272,COc1ccc2c3c1O[C@@H]1C[C@H](O)C=C[C@]31CCN(C)C2,1.16,1.13,0.03
273,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.94,3.95,-0.01
274,Nc1ccc(SCc2nc3cccc4c3n2CCC4)cc1,3.25,3.74,-0.49
275,COc1ccc(S(=O)(=O)Nc2cc(C)ccn2)cc1,2.19,2.17,0.02
276,Cc1cc(C)n2c(C)nnc2c1,0.64,1.42,-0.78
277,COc1ccc2c(c1O)[C@]13CCN(C)[C@H](C2)[C@@H]1CCC(=O)C3,1.79,1.8,-0.01
278,O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,1.21,3.16,-1.95
279,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,4.13,4.31,-0.18
280,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccc(Cl)cc3)nc1-2,5.58,5.37,0.21
281,COc1cc(-c2cc(C(=O)O)c3cc4c(cc3n2)OCCO4)cc(OC)c1OC,2.72,2.49,0.23
282,O=C(CCS(=O)(=O)c1ccccc1)N1CCCc2ccccc21,2.46,2.69,-0.23
283,CCOC(=O)C1CCN(c2ncnc3c2cnn3-c2ccc(OC)cc2)CC1,2.64,2.72,-0.08
284,c1ccc2oc(SCc3cn4ccsc4n3)nc2c1,2.95,3.29,-0.34
285,O=C(O)CNS(=O)(=O)c1cccc2nsnc12,0.42,-0.73,1.15
286,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,2.74,2.5,0.24
287,O=C(NCc1ccc(Br)cc1)C(=O)c1c[nH]c2ccccc12,3.5,3.75,-0.25
288,O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCN(c2ncccn2)CC1,2.04,2.3,-0.26
289,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,2.66,2.23,0.43
290,CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,3.44,2.78,0.66
291,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,4.98,4.92,0.06
292,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1Cc1c[nH]nc12,3.48,3.0,0.48
293,Clc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,3.33,4.07,-0.74
294,O=C(NCCc1csc(-c2cccc(F)c2)n1)c1cccs1,3.83,3.79,0.04
295,COc1ccc(-c2csc3ncnc(NCCN4CCOCC4)c23)cc1,2.65,3.11,-0.46
296,COC[C@H](O)Cn1ccnc1[N+](=O)[O-],0.03,-0.26,0.29
297,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,1.82,2.62,-0.8
298,O=P(O)(O)c1cc(-c2ccccc2)oc1-c1ccccc1,2.56,3.14,-0.58
299,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1,5.6,5.88,-0.28
300,c1ccc2c(c1)nnn1c3cnccc3nc21,1.83,1.11,0.72
301,CC(C)CCN1CC(=O)N2Cc3[nH]c4ccccc4c3C[C@H]2C1=O,1.84,2.03,-0.19
302,CN(C)c1ccc(Nc2nc(-c3ccccc3)cs2)cc1,4.9,4.44,0.46
303,Cc1ccc2c(c1)sc1nncn12,1.47,2.03,-0.56
304,C/C=C1\CN2CC[C@]34C(=C(C=O)[C@H]1C[C@H]23)Nc1ccccc14,1.39,2.09,-0.7
305,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2.42,2.75,-0.33
306,CC(C)COc1nc2c(c(=O)n(C)c(=O)n2C)n1C,1.23,1.26,-0.03
307,Nc1ccc2c(c1)nnn2-c1ccccc1,2.25,1.75,0.5
308,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1O,-1.4,-1.45,0.05
309,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)cc2c1,3.19,3.0,0.19
310,COc1ccc(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,1.53,1.34,0.19
311,Oc1ccc(Nc2nc(-c3ccccc3)cs2)cc1,4.49,4.37,0.12
312,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.12,4.25,-0.13
313,CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,1.08,1.12,-0.04
314,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,3.44,4.36,-0.92
315,CCOc1ccc(-c2ccc(SCC)nn2)cc1,3.48,3.64,-0.16
316,CCOc1ccc(Cc2nnc(SCC(=O)c3ccc(OC)cc3)o2)cc1,3.19,3.74,-0.55
317,CCOc1ccc(C(C)C)cc1S(=O)(=O)Nc1cccnc1,2.69,3.03,-0.34
318,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCN(c4ccccn4)CC3)o2)cc1,2.6,2.67,-0.07
319,Cc1nc(C#Cc2cccnc2)cs1,2.04,2.98,-0.94
320,CC(=O)c1sc(Nc2nc3cc4c(cc3s2)OCO4)nc1C,3.03,3.63,-0.6
321,OC1(c2ccccc2)CCN(Cc2ccccc2)CC1,2.88,2.87,0.01
322,Nc1ccc(C(=O)C(=O)c2ccc(N)cc2)cc1,1.59,1.71,-0.12
323,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,3.46,3.69,-0.23
324,Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)OCO2,2.85,2.76,0.09
325,CN1CN(C)C(c2ccncc2)=C1c1ccncc1,0.67,0.8,-0.13
326,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,3.38,2.28,1.1
327,CC1(O)C=CC(=O)C=C1,0.69,0.38,0.31
328,CCn1c(COc2cccc3cccnc23)nnc1SC(F)F,3.64,2.72,0.92
329,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.66,5.16,-0.5
330,CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O,-0.49,-0.96,0.47
331,Cn1c(COc2ccc(Cl)cc2)nc2ccccc21,3.73,3.82,-0.09
332,c1ccc2c(c1)Nc1ccncc1S2,2.41,2.71,-0.3
333,COc1ccc(CCCO[C@@H](Cn2ccnc2)c2ccc(OC)cc2)cc1,3.96,4.03,-0.07
334,CCN(Cc1cccnc1)C(=O)CN(c1ccc(OC)nc1)S(=O)(=O)c1ccccc1C,2.4,2.53,-0.13
335,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,2.01,1.8,0.21
336,C(=N/n1cnnc1)\c1ccc2c(c1)CCC2,1.37,2.46,-1.09
337,CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1,3.95,4.42,-0.47
338,O=S(=O)(c1cnc(O)nc1O)N1CCOCC1,-0.45,-0.17,-0.28
339,OC1(Cc2ccccc2)CCNCC1,1.06,1.32,-0.26
340,Cn1c(SCc2ccc([N+](=O)[O-])cc2)nnc1-c1cccnc1,2.8,2.66,0.14
341,CC(C)(C)c1ccc(C(=O)Nc2nc3ccccc3[nH]2)cc1,4.58,4.2,0.38
342,Cc1ccccc1Nc1c(-c2ccc(N3CCOCC3)cc2)nc2ccccn12,4.72,4.86,-0.14
343,Cn1c(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(=O)n(C)c1=O,-0.4,-0.11,-0.29
344,COc1cccc(-n2cc(C(=O)O)c3ccccc3c2=O)c1,2.54,2.56,-0.02
345,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,6.27,6.39,-0.12
346,COc1ccc(-c2nnc(SCC(=O)N3CCC(C)CC3)o2)cc1,2.08,2.4,-0.32
347,Nc1ncnc2c1ncn2[C@@H]1CCCO1,0.15,0.4,-0.25
348,O=CN1CC/C(=C/c2ccc3c(c2)OCO3)C1=O,1.04,0.74,0.3
349,NS(=O)(=O)c1ccc(NC(=O)CSc2nnc3ccc4ccccc4n23)cc1,1.34,1.68,-0.34
350,O=C(O)CSc1nc(O)c2c(n1)CCCC2,2.14,1.49,0.65
351,Cc1nc(C(=O)N2CCC[C@H]2Cc2nnc(-c3ccccc3)o2)c(-c2ccccc2F)s1,3.73,4.6,-0.87
352,COc1ccc(/C=C2/CCOC2=O)cc1,2.28,2.25,0.03
353,Oc1ccc(-c2nc3ccccn3c2Nc2ccc3c(c2)OCCO3)cc1,3.53,3.48,0.05
354,CCCc1ccc(-c2cc(C(=O)N3CCN(c4ccccn4)CC3)c3ccccc3n2)cc1,5.98,5.59,0.39
355,O=C1c2cccc(NCCCNCCO)c2C(=O)c2cccc(NCCCNCCO)c21,1.18,1.67,-0.49
356,Cn1c(=O)c2c(nc(OCCc3ccccc3)n2C)n(C)c1=O,1.99,1.88,0.11
357,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,2.04,2.1,-0.06
358,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,5.61,5.77,-0.16
359,CCOc1ccc(NC(=O)Nc2cc(C(C)C)c(O)cc2C)cc1,4.77,4.72,0.05
360,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,5.38,5.07,0.31
361,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,3.52,4.06,-0.54
362,CCSc1nnc(-c2cc(Br)ccc2N)c(O)n1,2.89,3.02,-0.13
363,C[C@H]1CC[C@@H]2N(C1)C[C@H]1[C@@H]3C[C@H]4[C@@H](CC(=O)[C@H]5C[C@@H](O)CC[C@@]54C)[C@@H]3CC[C@H]1[C@]2(C)O,3.22,2.99,0.23
364,Cc1cccc(Nc2ncccc2S(N)(=O)=O)c1,1.91,1.93,-0.02
365,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,-0.16,-0.28,0.12
366,CC(=O)OCCN1c2ccccc2Sc2cnccc21,2.39,2.64,-0.25
367,Cc1cnc(SCc2ccc(Cl)cc2Cl)nc1O,4.99,4.78,0.21
368,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1O,0.75,0.72,0.03
369,COc1ccc(C(=O)N(CN2CCCC2=O)c2nccs2)cc1OC,1.54,1.63,-0.09
370,Fc1cccc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)c1,4.42,4.16,0.26
371,COc1cc(-c2nc3ccc(C)cn3c2Nc2ccc(Cl)cc2)ccc1O,4.98,5.02,-0.04
372,CCSc1nc(C)c(C)c(O)n1,2.55,2.55,0.0
373,CCOC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1,3.99,3.92,0.07
374,O=C1OCC/C1=C\c1ccc(O)cc1,2.13,2.11,0.02
375,COc1cccc(S(=O)(=O)N2CCOCC2)c1,0.65,0.35,0.3
376,Nc1ncnc(N2CCc3ccccc32)c1[N+](=O)[O-],2.7,1.68,1.02
377,CN(C)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,2.98,3.43,-0.45
378,Clc1ccccc1-c1nc(-c2ccncc2)no1,3.53,3.34,0.19
379,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1O,1.96,2.81,-0.85
380,CCOC(=O)c1c(Cc2ccc(Cl)cc2)c[nH]c1C,4.31,4.12,0.19
381,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,0.54,0.3,0.24
382,Cc1ccccc1N1CCN(c2ncnc3scc(-c4cccs4)c23)CC1,5.67,5.58,0.09
383,O=C(CF)N(O)c1ccc(/C=C/c2ccccc2)cc1,3.26,3.75,-0.49
384,COc1ccc2c(c1)CCc1c-2n[nH]c1C(=O)O,2.29,1.67,0.62
385,Cc1ccc2nc(Cl)cc(=O)n2c1,1.45,1.81,-0.36
386,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.41,2.31,0.1
387,Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1,3.87,3.48,0.39
388,CCNC(=O)c1ccc(-n2nc(C)cc2-c2ccccc2)cc1,3.19,3.35,-0.16
389,COc1ccccc1Oc1ccc(S(=O)(=O)N2CCCC2)cc1,2.78,2.93,-0.15
390,CN1CCN(c2nc(N)cc(O)n2)CC1,0.74,-0.12,0.86
391,CN1CC[C@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1,3.92,3.43,0.49
392,COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1,2.46,2.31,0.15
393,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,3.28,3.32,-0.04
394,CCNc1ccccc1C(=O)O,2.11,1.84,0.27
395,CCOC(=O)C(=O)Cc1nc2ccccc2s1,3.15,2.7,0.45
396,COc1ccc(CN2CCNCC2)c(OC)c1OC,0.91,1.07,-0.16
397,CN(C)CCCN1c2ccccc2Sc2ccc3ccccc3c21,4.92,5.27,-0.35
398,NCC(=O)c1cccc2ccc[n+]([O-])c12,-1.61,0.34,-1.95
399,Oc1ccnc2c(C(F)(F)F)cccc12,2.71,3.1,-0.39
400,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@H]1COc2ccccc2O1,2.27,1.98,0.29
401,Fc1ccc(N2CCN(Cc3nnc(-c4ccccc4)o3)CC2)cc1,2.87,3.04,-0.17
402,C[C@](N)(CCP(=O)(O)O)C(=O)O,-3.44,-1.9,-1.54
403,CC1CCN(S(=O)(=O)c2cccc(-c3cn4cc(Cl)ccc4n3)c2)CC1,3.59,3.37,0.22
404,CC(C)c1ccc(-c2nc3ccccc3s2)cc1,5.38,5.43,-0.05
405,Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccc(N(C)C)cc3)nc2c1,4.57,4.23,0.34
406,Cc1sc(NC(=O)c2cccs2)nc1-c1ccccc1,5.0,4.68,0.32
407,COc1ccccc1N1CCNCC1,1.39,1.51,-0.12
408,COc1ccccc1NC(=O)c1ccc(CSc2ncccn2)cc1,3.91,3.99,-0.08
409,O=P(OC1=CCCCC1)(c1ccccc1)c1ccccc1,4.21,3.33,0.88
410,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,6.24,6.44,-0.2
411,COc1ccc(-c2csc(Nc3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)n2)cc1,4.28,4.26,0.02
412,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,1.52,2.4,-0.88
413,COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1,3.66,3.32,0.34
414,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,3.34,2.75,0.59
415,COc1c2c(cc3c1OCO3)CCN(C)C2,1.42,1.17,0.25
416,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,5.49,5.54,-0.05
417,Cc1c(NC(=O)c2cccs2)c(=O)n(-c2ccccc2)n1C,1.92,2.95,-1.03
418,COc1ccc(-c2nc3cccc(C)n3c2Nc2ccc(C)cc2)cc1,4.88,5.16,-0.28
419,CC(C)Oc1ccccc1Cn1c(=O)oc2ccccc21,3.54,3.58,-0.04
420,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1,4.38,4.48,-0.1
421,O=C(Nc1ccccc1Cl)C(=O)c1c[nH]c2ccccc12,3.63,3.94,-0.31
422,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1,3.92,3.68,0.24
423,Cc1ccc2nc(Nc3nc(C)cc(C(F)(F)F)n3)nc(C)c2c1,4.34,4.69,-0.35
424,C(#Cc1ccccc1)CN1CCN(c2ccccn2)CC1,3.5,3.56,-0.06
425,CCOC(=O)c1c(C)n(C)c2ccc(OCCN(C)C)cc12,2.72,2.44,0.28
426,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,2.92,2.38,0.54
427,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.86,2.68,0.18
428,CCCc1cc(NCc2ccccn2)n2ncc(-c3ccccc3)c2n1,3.73,4.14,-0.41
429,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,2.82,3.29,-0.47
430,CNCCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1,2.6,3.0,-0.4
431,O=C(O)c1ccc(OCCOc2ccccc2)cc1,3.12,3.04,0.08
432,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,-0.49,-0.37,-0.12
433,O=C1c2ccc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,1.17,1.57,-0.4
434,Cc1nnc(-n2cccc2)s1,1.52,1.28,0.24
435,Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1,2.7,1.76,0.94
436,CSc1c(N(C)C)c(=O)c1=S,1.73,1.11,0.62
437,O/N=C(/c1ccccc1)c1ccc2c3c(cccc13)CC2,4.99,4.76,0.23
438,CC(=O)c1cccc(NC(=O)c2noc3c2CCCC3)c1,2.59,2.66,-0.07
439,O=C(O)c1ccc(Cn2ccnc2)cc1,0.67,1.05,-0.38
440,COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3cccs3)cc12,3.86,3.69,0.17
441,COc1cccc2nc3cc(C)c(C)cc3nc12,3.93,3.79,0.14
442,NC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1,1.17,1.16,0.01
443,C=CCn1c(SCCC(=O)O)nnc1-c1cccs1,2.57,1.81,0.76
444,CCSc1nc(O)cc(O)n1,2.19,2.06,0.13
445,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.47,0.37,0.1
446,CCCN(CCC)S(=O)(=O)c1ccc(C)cc1,3.3,2.84,0.46
447,CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,1.57,1.86,-0.29
448,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,3.06,0.88,2.18
449,Cn1cc(CC(=O)N2CCN(c3ccccc3F)CC2)c2ccccc21,3.45,3.23,0.22
450,C=CCn1c(-c2ccc(OC)cc2)nc2nc3ccccc3nc21,4.1,3.85,0.25
451,O=c1cc(-c2cccnc2)oc2c1ccc1ccccc12,2.74,3.29,-0.55
452,Cn1c(CO)cnc1-c1ccccc1,1.26,1.11,0.15
453,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]12C,3.22,3.35,-0.13
454,CCOC(=O)N1CCN(C(=O)CSc2ccc(-c3ccc(OC)cc3)nn2)CC1,1.73,2.22,-0.49
455,COc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1N,0.87,0.48,0.39
456,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,2.65,2.3,0.35
457,Cc1ccc(N2CCN(S(=O)(=O)N(C)C)CC2)cc1Cl,1.76,2.33,-0.57
458,Cc1c2c(cc3c1[nH]c1ccccc13)C=NCC2,3.59,3.55,0.04
459,Cc1ccnc(N2CCN(c3c4c(c(C#N)c5nc6ccccc6n35)CCC4)CC2)c1,4.85,3.67,1.18
460,C=CCn1nnnc1SCC(=O)Nc1ccc(C(=O)OC)cc1,2.0,1.54,0.46
461,Cc1nc2nc3c(cn2n1)C(=O)CCC3,0.98,1.15,-0.17
462,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,5.25,4.8,0.45
463,CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nccs2)cc1,3.12,3.24,-0.12
464,CSc1nc2cc(S(=O)(=O)N3CCCCC3)ccc2s1,3.33,2.84,0.49
465,COc1ccc(C(=S)N2CCN(c3ccccc3C)CC2)cc1,4.26,4.81,-0.55
466,O=C(NCCOc1ccccc1)C(=O)c1c[nH]c2ccccc12,2.65,2.64,0.01
467,CC[C@H](C)[C@@H](N)C(=O)O,-1.51,-0.4,-1.11
468,CC(C)c1cc(C(F)(F)F)nc(NNc2nc(C(C)C)cc(C(F)(F)F)n2)n1,6.55,5.4,1.15
469,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)CN3C(=O)CCC3=O)cc2)n1,-0.48,0.47,-0.95
470,CCOC(=O)Cc1csc(NC(=O)c2cc(=O)c3ccccc3o2)n1,2.6,2.52,0.08
471,COc1cc(-c2nc3ccc(C)cn3c2Nc2ccc3c(c2)OCCO3)ccc1O,3.89,3.83,0.06
472,Oc1cccc2c(O)nccc12,1.73,1.94,-0.21
473,O=c1oc2cc(O)c(Cl)cc2c2ccccc12,3.23,3.16,0.07
474,Cc1cccc(-n2ncc3c(NCCCN4CCCC4=O)ncnc32)c1,1.64,2.17,-0.53
475,COc1ccc(-c2noc(CCC(=O)O)n2)cc1,1.96,1.1,0.86
476,Clc1ccc(N2C[C@@H]3CC[C@H](C2)N3)nn1,1.29,0.76,0.53
477,CN(C)S(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N(C)C)cc2)cc1,1.58,1.42,0.16
478,CC[C@@](N)(C(=O)O)c1ccc(C(=O)O)cc1,-0.92,0.51,-1.43
479,COc1cccc(/C=C2\CCc3ccccc3C2=O)c1,4.18,4.26,-0.08
480,Oc1cc(-n2cccn2)c(O)cc1-n1cccn1,1.54,1.39,0.15
481,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,6.27,5.92,0.35
482,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,1.91,2.01,-0.1
483,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,3.95,4.39,-0.44
484,O=S(=O)(Nc1nc2ccc(S(=O)(=O)N3CCCC3)cc2s1)c1ccc(F)cc1,2.89,2.3,0.59
485,COc1ccc(-c2nc3ncccn3c2Nc2ccc3c(c2)OCCO3)cc1,2.73,3.34,-0.61
486,Cc1ccc(-c2cc(C(=O)O)c3ccccc3n2)c(C)c1,4.85,4.45,0.4
487,Cc1ccc(Nc2c(-c3ccc(N(C)C)cc3)nc3ncccn23)cc1,3.99,4.34,-0.35
488,CC(C)(C)C(=O)Nc1ccc(NC(=O)C(C)(C)C)cc1,4.05,3.38,0.67
489,CN(C)S(=O)(=O)c1ccc(N)c([N+](=O)[O-])c1,0.79,0.13,0.66
490,O=c1nc(Oc2ccccc2)nc2ncccn12,1.55,2.01,-0.46
491,Cc1nc(NC2=NCN(Cc3ccc4c(c3)OCO4)CN2)nc2ccccc12,3.13,2.93,0.2
492,Cn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(C)c1=O,1.41,1.68,-0.27
493,O=[N+]([O-])c1ccc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)cc1,4.46,4.13,0.33
494,CC1(C)CC(=O)CC(C)(C)N1O,0.8,0.69,0.11
495,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,4.33,3.54,0.79
496,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,3.36,3.47,-0.11
497,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.73,2.27,0.46
498,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.96,7.44,-0.48
499,NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl,4.8,4.66,0.14
500,COC(=O)c1ccc(Cn2cnc3c(Cl)ncnc32)cc1,2.48,2.64,-0.16
501,O=S(=O)(Nc1ccc(-c2cn3ccccc3n2)cc1)c1ccccc1,3.28,3.29,-0.01
502,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,2.51,2.78,-0.27
503,CN1CC[C@@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1,3.53,3.24,0.29
504,Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,3.62,4.28,-0.66
505,CCC/C(C)=C/c1ccc(CC)cn1,4.2,3.68,0.52
506,CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1C,0.86,0.83,0.03
507,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)[C@@](O)(C(F)(F)F)C(=O)O2,4.85,4.78,0.07
508,c1ccc(Sc2ncccn2)nc1,2.29,1.89,0.4
509,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,3.06,3.47,-0.41
510,c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,5.36,5.57,-0.21
511,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1,3.59,4.03,-0.44
