,SMILES,Experimental LogP,Predicted LogP,Deviation
263,c1cnc2c(c1)ccc1ncccc12,2.29,2.17,0.12
264,CCOC(=O)Cc1c(C)nc2c(-c3ccccc3)c(C)nn2c1C,2.9,3.68,-0.78
265,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,3.28,3.01,0.27
266,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,2.64,2.8,-0.16
267,CN1C(=O)[C@@H]2CN(Cc3ccc(Cl)cc3)C[C@@H]2C1=O,1.31,1.18,0.13
268,CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@H](N)C(=O)O,-1.1,-1.3,0.2
269,Cn1c(=O)n(CC(=O)O)c(=O)c2c1nc1n2CCCN1c1ccc(Cl)cc1,1.77,2.37,-0.6
270,Oc1ccnc2c(Cl)cccc12,2.43,2.12,0.31
271,O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,2.24,1.53,0.71
272,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.99,4.57,0.42
273,CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,1.57,2.13,-0.56
274,CC(C)(C)NCC[C@@H](O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,4.31,2.92,1.39
275,N=C(N)NC(=N)Nc1ccccc1,0.73,0.7,0.03
276,c1ccc(-c2cn3ccccc3n2)cc1,2.79,2.76,0.03
277,O=C1c2ccccc2C(=O)c2c1cccc2-n1nnc2ccccc21,4.03,3.04,0.99
278,CC1(O)C=CC(=O)C=C1,0.69,0.87,-0.18
279,Cc1ccc(S(=O)(=O)N(C)CCCC(=O)N2CCN(c3ccccn3)CC2)cc1,2.3,2.43,-0.13
280,NC(=O)c1nccn1Cc1ccccc1,1.03,1.58,-0.55
281,COC1=CC(=O)C[C@@H](C)[C@@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.17,2.49,-0.32
282,O=c1c2ccccc2oc2nc(-c3ccco3)n(Cc3ccccc3)c(=O)c12,3.66,4.01,-0.35
283,c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,4.42,2.83,1.59
284,COc1cc2c(c(OC)c1O)C(=O)CO2,0.46,0.24,0.22
285,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,2.8,3.14,-0.34
286,Fc1ccccc1-c1nc2ccccc2[nH]1,3.43,2.26,1.17
287,CCC/C(C)=C/c1ccc(CC)cn1,4.2,3.36,0.84
288,CCOC(CNCc1cc(C)c2[nH]c3ccccc3c2c1C)OCC,4.62,4.12,0.5
289,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,5.15,4.93,0.22
290,COc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1N,0.87,1.27,-0.4
291,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,4.36,3.95,0.41
292,CCCn1c(=O)c2c(ncn2C)n(CCC)c1=O,1.21,1.15,0.06
293,O=[N+]([O-])c1c(N2CCN(CCO)CC2)nc2ccccn12,0.65,1.0,-0.35
294,CC1=CC(=C2C=CC(=O)C=C2)C=C(C)N1C,1.46,1.94,-0.48
295,Nc1ccc2c(c1Cl)C(=O)c1ccc(N)c(Cl)c1C2=O,2.47,2.83,-0.36
296,COc1ccccc1/C=C/C(=O)/C=C/c1ccccc1O,4.36,3.67,0.69
297,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,2.82,3.14,-0.32
298,Cc1cnc(SCc2ccc(Cl)cc2Cl)nc1O,4.99,3.49,1.5
299,O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(CCCl)CCCl)cc1,5.28,4.27,1.01
300,Fc1ccc(OCc2nn3c(-c4cccnc4)nnc3s2)cc1,2.41,3.17,-0.76
301,CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)C(C)C,0.35,1.14,-0.79
302,Cc1ccc(-c2csc(Nc3cc(C)ccn3)n2)cc1,5.19,4.46,0.73
303,CC(C)(C)c1ccc(O)c(CN(Cc2cc(C(C)(C)C)ccc2O)C2CCCCC2)c1,6.18,4.72,1.46
304,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(I)cc1,3.73,4.18,-0.45
305,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1[N+](=O)[O-],4.32,2.67,1.65
306,CN1CN(C)C(c2ccncc2)=C1c1ccncc1,0.67,2.02,-1.35
307,CN1CCN(S(=O)(=O)c2ccc(Cl)c3ccccc23)CC1,2.47,2.44,0.03
308,O=C1c2cccc(OCC(=O)N3CCCc4ccccc43)c2CCN1Cc1cccnc1,2.92,3.41,-0.49
309,COc1cc2c(cc1Oc1ccc(OC)c3c1C[C@H]1c4c(cc(OC)c(OC)c4-3)CCN1C)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,5.98,3.98,2.0
310,O=C(Oc1coc(CSc2ncccn2)cc1=O)c1ccco1,2.14,1.99,0.15
311,O=C(c1sc2cccc(F)c2c1Cl)N1CCN(c2ncccn2)CC1,3.52,2.73,0.79
312,C=CCn1nnnc1SCC(=O)Nc1ccc(C(=O)OC)cc1,2.0,2.13,-0.13
313,CN(C)C[C@@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,4.24,4.29,-0.05
314,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.93,3.57,0.36
315,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,2.85,3.86,-1.01
316,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,4.59,5.16,-0.57
317,COc1ccccc1N(CN1CCCC1=O)C(=O)COc1ccccc1,2.02,2.78,-0.76
318,COC(=O)C1=CC(=O)N2CCN=C2S1,0.34,0.46,-0.12
319,CCOP(=O)(Nc1ccc(C)cn1)OCC,1.65,1.67,-0.02
320,O=C(Nc1nccs1)c1ccc2c(c1)CCCC2,3.86,2.68,1.18
321,Cc1ccc(S(=O)(=O)NCCSc2ncccn2)cc1,2.24,2.9,-0.66
322,COC1=C(OC)C(=O)c2ccccc2C1=O,0.68,1.95,-1.27
323,CCn1c(COc2cccc3cccnc23)nnc1SC(F)F,3.64,2.45,1.19
324,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,4.29,4.24,0.05
325,c1ccc2sc(C3CCNCC3)nc2c1,2.34,1.96,0.38
326,CC(C)(OCc1nn(Cc2ccccc2)c2ccccc12)C(=O)O,3.58,3.67,-0.09
327,C=CCn1c(-c2ccc(OC)cc2)nc2nc3ccccc3nc21,4.1,3.65,0.45
328,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,5.75,5.2,0.55
329,O=C(Nc1ccc(F)cc1)N1CCCCCC1,2.76,2.29,0.47
330,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,4.76,3.29,1.47
331,Cn1c(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(=O)n(C)c1=O,-0.4,1.05,-1.45
332,Clc1c(Cl)c(Cl)c2[nH]nnc2c1Cl,3.72,2.28,1.44
333,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O)C3,3.65,3.34,0.31
334,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4.25,4.41,-0.16
335,COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,3.59,3.29,0.3
336,Cc1oc2c(c(C)nn2-c2ccccc2)c(=O)c1Cl,2.84,3.14,-0.3
337,Cc1nn2c(-n3ccnc3C)c3c(nc2c1-c1ccccc1)CCC3,3.29,3.24,0.05
338,c1ccc2nc(N3CCNCC3)ccc2c1,2.3,1.8,0.5
339,O=C(Nc1ccc2c(c1)OCO2)C(=O)c1c[nH]c2ccccc12,2.65,3.1,-0.45
340,Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,3.21,3.09,0.12
341,CCCCOCc1cc(CN2CCN(C)CC2)c(O)c2ncccc12,2.17,2.52,-0.35
342,COc1cc(/C=C2\CCOC2=O)cc(OC)c1OC,1.96,1.85,0.11
343,COc1cc(/C=C(\C)c2ccc3c(c2)OCO3)cc(OC)c1OC,3.76,3.41,0.35
344,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,3.69,4.23,-0.54
345,CCCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,3.35,2.61,0.74
346,Cc1ccc(C)c(N2CCN(C(=O)C3CCN(S(=O)(=O)c4cccc5nsnc45)CC3)CC2)c1,3.65,3.69,-0.04
347,COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@@H]1C=CO[C@@H]1O4,2.94,2.74,0.2
348,Cc1cc(C)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,4.88,3.55,1.33
349,O=C1N=C(Nc2nc3ccccc3[nH]2)c2ccccc21,2.47,3.03,-0.56
350,NS(=O)(=O)c1ccc(CCNCc2ccc(-c3cccc(Cl)c3)o2)cc1,3.23,3.71,-0.48
351,CCSc1nc(C)c(C)c(O)n1,2.55,1.22,1.33
352,CN(C)S(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N(C)C)cc2)cc1,1.58,2.34,-0.76
353,CN1CCc2cc3c(cc2C1)OCO3,1.58,1.38,0.2
354,CCOC(=O)N1CCN(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)CC1,-0.16,0.67,-0.83
355,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,2.01,1.99,0.02
356,COC(=O)c1ccc(Cn2cnc3c(Cl)ncnc32)cc1,2.48,2.76,-0.28
357,Cc1cc2c(cc(C(=O)N3CCC(C(=O)N4CCCC4)CC3)n2Cc2c(F)cccc2Cl)o1,3.47,3.45,0.02
358,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,4.81,3.6,1.21
359,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,2.82,2.33,0.49
360,COc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CSc3ccccc3)cc2)n1,4.77,4.06,0.71
361,CCN1CCN(c2cc(C)c3cc(NC(S)=NCCN(C)C)ccc3n2)CC1,3.36,4.01,-0.65
362,Oc1nccc(SCc2ccc(Cl)cc2Cl)n1,4.48,3.11,1.37
363,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2,0.38,1.74,-1.36
364,COc1cc2c(cc1OC)C(/C=C/c1ccco1)=NCC2,2.91,3.02,-0.11
365,CC(C)(C)C(=O)Nc1ccc(NC(=O)C(C)(C)C)cc1,4.05,3.15,0.9
366,Cc1cccc(OCCCn2c(CO)nc3ccccc32)c1,3.01,3.57,-0.56
367,N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O,0.39,1.4,-1.01
368,COc1cc(-c2nc3ccc(C)cn3c2Nc2ccc3c(c2)OCCO3)ccc1O,3.89,3.57,0.32
369,CCN(C(=O)C(=O)c1c(C)[nH]c2ccccc12)c1ccccc1,3.44,3.44,0.0
370,CCCN1CCC[C@@H](c2cccc(O)c2)C1,2.67,2.43,0.24
371,COC(=O)c1ccc(Oc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,3.37,3.47,-0.1
372,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCn1nnc2ccccc2c1=O,5.0,3.7,1.3
373,O=C(O)c1cc2cccc([N+](=O)[O-])c2[nH]1,1.59,1.41,0.18
374,O=C(Nc1ccc(C2=NCCCN2)cc1)Nc1ccc(C2=NCCCN2)cc1,1.47,3.27,-1.8
375,C=CCOc1ccc(S(C)(=O)=O)cc1,1.39,1.61,-0.22
376,c1cc(-c2nn[nH]n2)ccc1-c1nn[nH]n1,1.94,1.29,0.65
377,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,6.35,5.63,0.72
378,NCC1(c2ccc(F)cc2)CCOCC1,1.45,1.42,0.03
379,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,3.83,3.13,0.7
380,N#CC(C#N)=Cc1ccc(O)c(O)c1,1.57,1.93,-0.36
381,COc1ccc(CCCO[C@@H](Cn2ccnc2)c2ccc(OC)cc2)cc1,3.96,4.13,-0.17
382,Cc1ccn(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1,2.88,3.11,-0.23
383,O[C@@H]1CCCC[C@H]1N1CCC(c2ccccc2)CC1,3.19,3.19,0.0
384,C#CCOc1ccc2c(c1)c(-c1ccc(C(C)C)cc1)nc(=O)n2C(C)C,4.87,4.68,0.19
385,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1OC,2.69,2.82,-0.13
386,CCOC(=O)c1cnn2c(SC)ncnc12,1.64,1.28,0.36
387,CCCN1CCC[C@H](c2cccc(O)c2)C1,2.67,2.4,0.27
388,CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,3.39,3.44,-0.05
389,Cn1c(=O)c2c(nc(N3CCCCC3)n2C)n(C)c1=O,1.1,1.87,-0.77
390,c1ccc(NN(Cc2ccncc2)c2ccccc2)cc1,4.32,4.57,-0.25
391,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,4.42,4.44,-0.02
392,Cc1c2ccncc2cc2c1[nH]c1ccccc12,3.38,2.7,0.68
393,c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1,3.47,4.34,-0.87
394,CCOC(=O)c1c(C)[nH]c2cc(Br)c(O)cc12,3.1,2.27,0.83
395,NC[C@@H]1O[C@H](c2ccccc2)Cc2c1ccc(O)c2O,1.87,1.95,-0.08
396,O=C(c1cc(-c2cccc(Cl)c2)nc2ccccc12)N1CCN(c2ccccn2)CC1,5.18,5.01,0.17
397,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(OC)cc12,3.48,3.4,0.08
398,Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCOC(=O)c1ccccc1,5.92,4.87,1.05
399,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,6.47,6.1,0.37
400,COc1cccc2c(C)nc(Nc3nc(O)cc(CSc4nnc(C)s4)n3)nc12,3.27,2.74,0.53
401,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.73,2.29,-0.56
402,COc1cc(-c2nnc(SCc3c(F)cccc3Cl)o2)cc(OC)c1OC,4.19,3.58,0.61
403,Cc1ccc2ccc(C#N)cc2c1O,3.03,2.49,0.54
404,CCOC(=O)N1CCN(Cc2c(O)ccc3ccccc23)CC1,2.28,2.67,-0.39
405,N=C(N)NCc1cccc(I)c1,1.69,1.62,0.07
406,O=C(CSc1ccc(-c2ccco2)nn1)N1CCCCC1,1.75,2.51,-0.76
407,CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12,2.71,2.44,0.27
408,COc1cc(S(N)(=O)=O)c(OC)cc1N,-0.56,0.3,-0.86
409,c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,5.36,4.64,0.72
410,O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,3.21,3.08,0.13
411,COc1ccc(-c2nc3ncccn3c2Nc2ccccc2)cc1,3.21,3.7,-0.49
412,Nc1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1,2.35,3.21,-0.86
413,CCN1CC[C@@](O)(/C=C/c2ccc(C)cc2)[C@H](C(=O)/C=C/c2ccc(C)cc2)C1,5.45,4.5,0.95
414,O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,1.88,2.1,-0.22
415,Cn1cnnc1SCC(=O)N1CCc2ccccc21,0.94,1.54,-0.6
416,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,2.63,3.33,-0.7
417,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,2.41,1.99,0.42
418,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,2.96,2.64,0.32
419,O=C(O)c1cccc2c1C(=O)c1cccc3snc-2c13,3.22,2.51,0.71
420,C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,2.42,2.0,0.42
421,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1,5.61,4.67,0.94
422,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.44,3.48,-0.04
423,Cn1c(NC(=O)c2ccc(Cl)cc2)cc(=O)n(C)c1=O,1.37,1.75,-0.38
424,CC(C)(C)c1ccc(C(=O)NCc2ccco2)cc1,3.38,3.46,-0.08
425,Cc1cc(C)n2nc(SCC(=O)N(C)Cc3ccccc3)nc2n1,2.38,2.92,-0.54
426,COc1ccc(CCN)cc1O,0.45,1.04,-0.59
427,CCOC(Cn1c(-c2ccc(OC)cc2)nc2ccccc21)OCC,4.3,3.85,0.45
428,N#CCCN(c1ccc(C=O)cc1)S(=O)(=O)c1ccccc1,2.17,2.92,-0.75
429,CCOC(=O)c1c(C)oc(C)c(C(=O)OCC)c1=O,1.64,1.48,0.16
430,COc1ccc(NC(=O)CN2CCN(C(=O)N3CCOCC3)CC2)cc1,-0.09,1.49,-1.58
431,COc1cc(OC)c(OC)cc1CN(C)CCc1ccccn1,2.27,2.36,-0.09
432,CCN(CC)CCN1c2ccccc2Sc2ccc3ccccc3c21,5.57,5.04,0.53
433,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.23,1.78,-1.55
434,CC(=O)CCCCn1cnc2c1c(=O)n(C)c(=O)n2C,0.23,0.7,-0.47
435,CCN(CCCc1ccccc1)CCCc1ccccc1,5.46,4.66,0.8
436,CN(C)c1ccc(/C=C/c2ccc3ccccc3n2)cc1,4.81,4.51,0.3
437,Nc1ncnc2c1nnn2[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-2.15,-1.74,-0.41
438,Cc1c2c(cc3c1[nH]c1ccccc13)C=NCC2,3.59,2.82,0.77
439,Cc1c2ccnc(C(N)=O)c2c(C)c2c1[nH]c1ccccc12,3.13,2.73,0.4
440,Cc1ccc2nc(-c3ccc(O)cc3)c(Nc3ccc(Cl)cc3)n2c1,5.14,4.54,0.6
441,COc1ccc(N2Cc3cccc(C(=O)O)c3C2=O)cc1,2.18,2.7,-0.52
442,O=C(Nc1cccc2c1N(C(=O)c1ccco1)CCC2)c1ccco1,2.63,3.33,-0.7
443,N#Cc1cccc2sc(C(=O)NC(=N)N)cc12,1.41,1.38,0.03
444,CCN(CC)CCc1nc(-c2ccccc2)no1,3.14,2.42,0.72
445,CN(C)Cc1cc(C(F)(F)F)ccc1C(O)(c1ccccc1)c1ccccc1,5.46,4.45,1.01
446,NS(=O)(=O)c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,3.26,2.56,0.7
447,Cn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(C)c1=O,1.41,2.71,-1.3
448,Cc1csc2nc(CNS(=O)(=O)c3cccnc3)cn12,0.41,0.98,-0.57
449,CCCN(CCC)CCc1ccc(O)c(O)c1,2.32,1.98,0.34
450,C[C@]12CC[C@H]3[C@@H](C[C@H](F)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.03,3.14,-0.11
451,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.88,1.94,-0.06
452,Clc1nnc2c3ccccc3ccn12,1.7,2.11,-0.41
453,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,6.14,5.11,1.03
454,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,3.19,2.95,0.24
455,CCCC[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,5.95,3.54,2.41
456,Oc1cccc2c(O)nccc12,1.73,1.17,0.56
457,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0.98,1.63,-0.65
458,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,2.46,2.45,0.01
459,O=[N+]([O-])c1cccc(-c2nnc(-c3ccccc3)o2)c1,2.94,3.1,-0.16
460,CCS(=O)(=O)NCCc1csc(C)n1,0.02,0.31,-0.29
461,Cc1nn2c(N3CCN(c4ccccn4)CC3)cc(C(C)C)nc2c1-c1ccccc1,5.12,4.62,0.5
462,O=C(OCc1nc2ccccc2s1)c1ccc([N+](=O)[O-])o1,3.0,2.74,0.26
463,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCN(c4ccccn4)CC3)o2)cc1,2.6,2.91,-0.31
464,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,2.98,3.69,-0.71
465,O=Cc1ccc(O)c2ncccc12,1.54,1.62,-0.08
466,COc1ccccc1N1CCN(CCn2c(=O)c3c(c4ccccc4n3C)n(C)c2=O)CC1,2.68,3.65,-0.97
467,COc1ccc(N(CCC#N)S(=O)(=O)c2cccc3nsnc23)cc1,2.44,3.1,-0.66
468,Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1,4.75,3.33,1.42
469,O=C(NC1(N2CCOCC2)CC1)c1ccc(Cl)cc1,1.96,1.99,-0.03
470,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,-2.78,0.08,-2.86
471,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,6.07,4.28,1.79
472,CSc1nc(O)cc(Cl)n1,2.47,1.49,0.98
473,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.96,5.88,1.08
474,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,-0.28,1.23,-1.51
475,COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1C(C)(C)C,2.16,2.12,0.04
476,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,3.75,3.34,0.41
477,Fc1cccc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)c1,4.42,3.83,0.59
478,CCOC(=O)c1c(C)nc(C)c(C(=O)OCC)c1-c1cccnc1,2.17,2.82,-0.65
479,O=C(c1ccco1)N1CCN(c2nc(-c3ccc(Cl)cc3)nc3ccccc23)CC1,5.1,4.05,1.05
480,Cc1cccc(/C=C/c2ccccc2)n1,3.46,3.36,0.1
481,Brc1ccc2nc(-c3ccccc3)c(Nc3ccc4c(c3)OCO4)n2c1,4.71,4.33,0.38
482,Nc1ccc(-c2nc3ccccc3s2)cc1,3.31,3.1,0.21
483,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.61,3.09,0.52
484,COc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1,3.74,4.43,-0.69
485,C=CC(=O)N1C/C(=C\c2ccccc2)C(=O)/C(=C/c2ccccc2)C1,4.27,4.22,0.05
486,CC1(C)CC(=O)C(CC(=O)c2ccccc2)=C(NNC(=N)N)C1,1.26,1.81,-0.55
487,Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,3.62,4.31,-0.69
488,O=C(O)c1cc(-c2ccc(Br)s2)nc2ccccc12,4.53,3.96,0.57
489,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.88,5.57,0.31
490,Cc1c(O)ccc2c1oc(=O)c1ccccc12,3.14,2.36,0.78
491,C(=C/c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,5.83,5.65,0.18
492,CN(C)c1ccc(-c2nc3ccccc3s2)cc1,4.25,4.21,0.04
493,CC(=O)c1cccc(NC(=O)c2noc3c2CCCC3)c1,2.59,2.95,-0.36
494,CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,3.72,4.22,-0.5
495,NC(=O)c1cccn1Cc1ccccc1Cl,2.38,2.74,-0.36
496,CC1(C)CCC=[N+]1[O-],-2.64,0.36,-3.0
497,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,5.08,4.7,0.38
498,CN1C(C)(C)CCCC1(C)C,2.43,1.93,0.5
499,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,-0.43,1.69,-2.12
500,CN1[C@H]2CC[C@@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,1.43,2.38,-0.95
501,Brc1ccc([C@H]2CN3CCSC3=N2)cc1,3.13,2.47,0.66
502,Cc1ccc(-n2nnnc2-c2cccnc2)cc1,2.33,2.13,0.2
503,c1ccc(-c2nnc3oc(-c4cccs4)nn23)cc1,2.86,3.14,-0.28
504,CCCCN(CCCC)c1nc(-c2ccccc2)nc2ccccc12,7.14,5.56,1.58
505,Oc1cc2c(cc1O)[C@H](c1ccccc1)CNCC2,1.88,2.26,-0.38
506,CC(=O)c1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1,3.01,3.75,-0.74
507,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,2.42,2.77,-0.35
508,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,2.82,3.29,-0.47
509,O=C(Nc1ccc2c(c1)OCO2)c1noc2c1CCCC2,2.66,2.43,0.23
510,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1,3.52,3.31,0.21
511,N#CCCCCN1CCCC1,1.1,1.81,-0.71
512,COc1ccc2nc(Nc3nc(C)c(CCC(C)C)c(O)n3)nc(C)c2c1,4.83,3.03,1.8
513,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,1.59,2.03,-0.44
514,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,-0.16,-0.03,-0.13
