CompoundID,ChemOntID,ClassifiedResults
Q10034623-7,NotAvailable,"Ancestors: [""Amines"", ""Aralkylamines"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Chemical entities"", ""Hydrocarbon derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Phenylbutylamines"", ""Phenylpiperidines"", ""Piperidines"", ""Tertiary amines"", ""Trialkylamines""]"
Q10034623-7,NotAvailable,"predicted_chebi_terms: [""organic amino compound (CHEBI:50047)"", ""benzenes (CHEBI:22712)"", ""aralkylamine (CHEBI:18000)"", ""tertiary amino compound (CHEBI:50996)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic molecule (CHEBI:72695)"", ""piperidines (CHEBI:26151)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""organic heterocyclic compound (CHEBI:24532)""]"
Q10034623-7,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-7,NotAvailable,Classification_version: 2.1
Q10034623-8,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-8,CHEMONTID:0002448,Superclass: Benzenoids
Q10034623-8,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034623-8,CHEMONTID:0000031,Subclass: Benzenesulfonamides
Q10034623-8,CHEMONTID:0000031,Direct_parent: Benzenesulfonamides
Q10034623-8,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034623-8,CHEMONTID:0004656,alternative_parents: p-Aminophenols
Q10034623-8,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
Q10034623-8,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
Q10034623-8,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034623-8,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
Q10034623-8,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
Q10034623-8,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034623-8,CHEMONTID:0000283,alternative_parents: Aminopyridines and derivatives
Q10034623-8,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034623-8,CHEMONTID:0003886,alternative_parents: Imidolactams
Q10034623-8,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034623-8,CHEMONTID:0003137,alternative_parents: Aminosulfonyl compounds
Q10034623-8,CHEMONTID:0002451,alternative_parents: Secondary amines
Q10034623-8,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034623-8,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-8,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034623-8,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034623-8,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034623-8,NotAvailable,"Substituents: [""Benzenesulfonamide"", ""Benzenesulfonyl group"", ""Phenoxy compound"", ""P-aminophenol"", ""Aminophenol"", ""Anisole"", ""Phenol ether"", ""Methoxybenzene"", ""Aniline or substituted anilines"", ""Alkyl aryl ether"", ""1-hydroxy-2-unsubstituted benzenoid"", ""Aminopyridine"", ""Phenol"", ""Pyridine"", ""Imidolactam"", ""Organosulfonic acid amide"", ""Heteroaromatic compound"", ""Organic sulfonic acid or derivatives"", ""Organosulfonic acid or derivatives"", ""Aminosulfonyl compound"", ""Sulfonyl"", ""Organoheterocyclic compound"", ""Azacycle"", ""Ether"", ""Secondary amine"", ""Organic nitrogen compound"", ""Organosulfur compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Amine"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Organic oxide"", ""Aromatic heteromonocyclic compound""]"
Q10034623-8,NotAvailable,External_descriptors: []
Q10034623-8,NotAvailable,"Ancestors: [""1-hydroxy-2-unsubstituted benzenoids"", ""Alkyl aryl ethers"", ""Amines"", ""Aminophenols"", ""Aminopyridines and derivatives"", ""Aminosulfonyl compounds"", ""Aniline and substituted anilines"", ""Anisoles"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenesulfonamides"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""Chemical entities"", ""Ethers"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Imidolactams"", ""Methoxybenzenes"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Phenol ethers"", ""Phenols"", ""Phenoxy compounds"", ""Pyridines and derivatives"", ""Secondary amines"", ""Sulfonyls"", ""p-Aminophenols""]"
Q10034623-8,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""substituted aniline (CHEBI:48975)"", ""phenols (CHEBI:33853)"", ""methoxybenzene (CHEBI:51683)"", ""anilines (CHEBI:22562)"", ""aromatic ether (CHEBI:35618)"", ""aminopyridine (CHEBI:38207)"", ""sulfonamide (CHEBI:35358)"", ""heterocyclic compound (CHEBI:5686)"", ""dicarboximide (CHEBI:35356)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen compound (CHEBI:35352)"", ""secondary amine (CHEBI:32863)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyridines (CHEBI:26421)"", ""sulfonic acid derivative (CHEBI:33552)"", ""sulfone (CHEBI:35850)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)""]"
Q10034623-8,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-8,NotAvailable,Classification_version: 2.1
Q10034623-9,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-9,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034623-9,CHEMONTID:0000436,Class: Azoles
Q10034623-9,CHEMONTID:0000087,Subclass: Pyrazoles
Q10034623-9,CHEMONTID:0002019,Direct_parent: Phenylpyrazoles
Q10034623-9,CHEMONTID:0000031,alternative_parents: Benzenesulfonamides
Q10034623-9,CHEMONTID:0004233,alternative_parents: Benzenesulfonyl compounds
Q10034623-9,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
Q10034623-9,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034623-9,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
Q10034623-9,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034623-9,CHEMONTID:0001100,alternative_parents: Fluorobenzenes
Q10034623-9,CHEMONTID:0001585,alternative_parents: Organosulfonamides
Q10034623-9,CHEMONTID:0001031,alternative_parents: Aryl fluorides
Q10034623-9,CHEMONTID:0003137,alternative_parents: Aminosulfonyl compounds
Q10034623-9,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034623-9,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034623-9,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034623-9,CHEMONTID:0001517,alternative_parents: Organofluorides
Q10034623-9,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034623-9,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034623-9,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-9,CHEMONTID:0001027,alternative_parents: Alkyl fluorides
Q10034623-9,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034623-9,NotAvailable,"Substituents: [""Phenylpyrazole"", ""Benzenesulfonamide"", ""Benzenesulfonyl group"", ""Anisole"", ""Phenol ether"", ""Phenoxy compound"", ""Methoxybenzene"", ""Fluorobenzene"", ""Halobenzene"", ""Alkyl aryl ether"", ""Aryl fluoride"", ""Aryl halide"", ""Monocyclic benzene moiety"", ""Organosulfonic acid amide"", ""Benzenoid"", ""Organic sulfonic acid or derivatives"", ""Aminosulfonyl compound"", ""Sulfonyl"", ""Organosulfonic acid or derivatives"", ""Heteroaromatic compound"", ""Ether"", ""Azacycle"", ""Alkyl halide"", ""Organohalogen compound"", ""Organofluoride"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organic oxide"", ""Organopnictogen compound"", ""Organosulfur compound"", ""Hydrocarbon derivative"", ""Alkyl fluoride"", ""Aromatic heteromonocyclic compound""]"
Q10034623-9,NotAvailable,"External_descriptors: [[""source: CHEBI"", ""source_id: CHEBI:73032"", ""annotation: [\""organofluorine compound\"", \""pyrazoles\"", \""sulfonamide\""]""]]"
Q10034623-9,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Alkyl fluorides"", ""Alkyl halides"", ""Aminosulfonyl compounds"", ""Anisoles"", ""Aryl fluorides"", ""Aryl halides"", ""Azacyclic compounds"", ""Azoles"", ""Benzene and substituted derivatives"", ""Benzenesulfonamides"", ""Benzenesulfonyl compounds"", ""Benzenoids"", ""Chemical entities"", ""Ethers"", ""Fluorobenzenes"", ""Halobenzenes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Methoxybenzenes"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic sulfonic acids and derivatives"", ""Organofluorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfonamides"", ""Organosulfonic acids and derivatives"", ""Organosulfur compounds"", ""Phenol ethers"", ""Phenoxy compounds"", ""Phenylpyrazoles"", ""Pyrazoles"", ""Sulfonyls""]"
Q10034623-9,NotAvailable,"predicted_chebi_terms: [""sulfonamide (CHEBI:35358)"", ""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""methoxybenzene (CHEBI:51683)"", ""aromatic ether (CHEBI:35618)"", ""organofluorine compound (CHEBI:37143)"", ""organonitrogen compound (CHEBI:35352)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic oxide (CHEBI:25701)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic molecule (CHEBI:72695)"", ""ring assembly (CHEBI:36820)"", ""pyrazoles (CHEBI:26410)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organohalogen compound (CHEBI:36684)"", ""sulfonic acid derivative (CHEBI:33552)"", ""haloarene (CHEBI:50887)"", ""sulfone (CHEBI:35850)"", ""organic heterocyclic compound (CHEBI:24532)"", ""nitrogen molecular entity (CHEBI:51143)"", ""haloalkane (CHEBI:24469)"", ""azole (CHEBI:68452)""]"
Q10034623-9,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-9,NotAvailable,Classification_version: 2.1
Q10034623-10,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-10,CHEMONTID:0002448,Superclass: Benzenoids
Q10034623-10,CHEMONTID:0000027,Class: Indanes
Q10034623-10,CHEMONTID:0000027,Direct_parent: Indanes
Q10034623-10,CHEMONTID:0003899,alternative_parents: Aralkylamines
Q10034623-10,CHEMONTID:0002228,alternative_parents: Dialkylamines
Q10034623-10,CHEMONTID:0004478,alternative_parents: Acetylides
Q10034623-10,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034623-10,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-10,NotAvailable,mMlecular_framework: Aromatic homopolycyclic compounds
Q10034623-10,NotAvailable,"Substituents: [""Indane"", ""Aralkylamine"", ""Acetylide"", ""Secondary amine"", ""Secondary aliphatic amine"", ""Organic nitrogen compound"", ""Organopnictogen compound"", ""Hydrocarbon derivative"", ""Organonitrogen compound"", ""Amine"", ""Aromatic homopolycyclic compound""]"
Q10034623-10,NotAvailable,"External_descriptors: [[""source: CHEBI"", ""source_id: CHEBI:63620"", ""annotation: [\""terminal acetylenic compound\"", \""secondary amine\"", \""indanes\""]""]]"
Q10034623-10,NotAvailable,"Ancestors: [""Acetylides"", ""Amines"", ""Aralkylamines"", ""Benzenoids"", ""Chemical entities"", ""Dialkylamines"", ""Hydrocarbon derivatives"", ""Indanes"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organonitrogen compounds"", ""Organopnictogen compounds"", ""Secondary amines""]"
Q10034623-10,NotAvailable,"predicted_chebi_terms: [""aralkylamine (CHEBI:18000)"", ""secondary amino compound (CHEBI:50995)"", ""acetylide (CHEBI:73478)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic molecule (CHEBI:72695)"", ""indanes (CHEBI:46940)"", ""chemical entity (CHEBI:24431)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""secondary amine (CHEBI:32863)"", ""benzenoid aromatic compound (CHEBI:33836)""]"
Q10034623-10,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-10,NotAvailable,Classification_version: 2.1
Q10034623-11,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-11,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034623-11,CHEMONTID:0002389,Class: Diazinanes
Q10034623-11,CHEMONTID:0000189,Subclass: Piperazines
Q10034623-11,CHEMONTID:0001984,Direct_parent: Phenylpiperazines
Q10034623-11,CHEMONTID:0003359,alternative_parents: N-arylpiperazines
Q10034623-11,CHEMONTID:0002497,alternative_parents: Indoles
Q10034623-11,CHEMONTID:0003901,alternative_parents: Dialkylarylamines
Q10034623-11,CHEMONTID:0003670,alternative_parents: Aryl ketones
Q10034623-11,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
Q10034623-11,CHEMONTID:0002257,alternative_parents: Substituted pyrroles
Q10034623-11,CHEMONTID:0003890,alternative_parents: Vinylogous amides
Q10034623-11,CHEMONTID:0001664,alternative_parents: Tertiary carboxylic acid amides
Q10034623-11,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034623-11,CHEMONTID:0000347,alternative_parents: Amino acids and derivatives
Q10034623-11,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034623-11,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034623-11,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-11,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034623-11,NotAvailable,"Substituents: [""Phenylpiperazine"", ""N-arylpiperazine"", ""Indole"", ""Indole or derivatives"", ""Tertiary aliphatic/aromatic amine"", ""Aryl ketone"", ""Dialkylarylamine"", ""Aniline or substituted anilines"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""Substituted pyrrole"", ""Vinylogous amide"", ""Heteroaromatic compound"", ""Tertiary carboxylic acid amide"", ""Pyrrole"", ""Amino acid or derivatives"", ""Carboxamide group"", ""Ketone"", ""Tertiary amine"", ""Carboxylic acid derivative"", ""Azacycle"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Carbonyl group"", ""Organooxygen compound"", ""Organic oxide"", ""Amine"", ""Aromatic heteropolycyclic compound""]"
Q10034623-11,NotAvailable,External_descriptors: []
Q10034623-11,NotAvailable,"Ancestors: [""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aniline and substituted anilines"", ""Aryl ketones"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkylarylamines"", ""Diazinanes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Indoles"", ""Indoles and derivatives"", ""Ketones"", ""N-arylpiperazines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenylpiperazines"", ""Piperazines"", ""Pyrroles"", ""Substituted pyrroles"", ""Tertiary alkylarylamines"", ""Tertiary amines"", ""Tertiary carboxylic acid amides"", ""Vinylogous amides""]"
Q10034623-11,NotAvailable,"predicted_chebi_terms: [""N-arylpiperazine (CHEBI:46848)"", ""indoles (CHEBI:24828)"", ""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""aromatic ketone (CHEBI:76224)"", ""anilines (CHEBI:22562)"", ""pyrroles (CHEBI:26455)"", ""enone (CHEBI:51689)"", ""enamine (CHEBI:47989)"", ""carboxamide (CHEBI:37622)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""piperazines (CHEBI:26144)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic heteromonocyclic compound (CHEBI:25693)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""oxygen molecular entity (CHEBI:25806)"", ""carbonyl compound (CHEBI:36586)"", ""ketone (CHEBI:17087)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""amide (CHEBI:32988)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
Q10034623-11,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-11,NotAvailable,Classification_version: 2.1
Q10034623-12,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-12,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034623-12,CHEMONTID:0004788,Class: Diazanaphthalenes
Q10034623-12,CHEMONTID:0004789,Subclass: Benzodiazines
Q10034623-12,CHEMONTID:0000485,Intermediate_nodes: Quinazolines
Q10034623-12,CHEMONTID:0002314,Direct_parent: Quinazolinamines
Q10034623-12,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
Q10034623-12,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034623-12,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034623-12,CHEMONTID:0001262,alternative_parents: Aminopyrimidines and derivatives
Q10034623-12,CHEMONTID:0001098,alternative_parents: Bromobenzenes
Q10034623-12,CHEMONTID:0001100,alternative_parents: Fluorobenzenes
Q10034623-12,CHEMONTID:0000195,alternative_parents: Piperidines
Q10034623-12,CHEMONTID:0001029,alternative_parents: Aryl bromides
Q10034623-12,CHEMONTID:0003886,alternative_parents: Imidolactams
Q10034623-12,CHEMONTID:0001031,alternative_parents: Aryl fluorides
Q10034623-12,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034623-12,CHEMONTID:0002239,alternative_parents: Trialkylamines
Q10034623-12,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034623-12,CHEMONTID:0002451,alternative_parents: Secondary amines
Q10034623-12,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-12,CHEMONTID:0001515,alternative_parents: Organobromides
Q10034623-12,CHEMONTID:0001517,alternative_parents: Organofluorides
Q10034623-12,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034623-12,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034623-12,NotAvailable,"Substituents: [""Quinazolinamine"", ""Anisole"", ""Aniline or substituted anilines"", ""Alkyl aryl ether"", ""Aminopyrimidine"", ""Bromobenzene"", ""Fluorobenzene"", ""Halobenzene"", ""Aryl bromide"", ""Aryl fluoride"", ""Aryl halide"", ""Monocyclic benzene moiety"", ""Piperidine"", ""Pyrimidine"", ""Imidolactam"", ""Benzenoid"", ""Heteroaromatic compound"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Secondary amine"", ""Ether"", ""Azacycle"", ""Organic oxygen compound"", ""Organohalogen compound"", ""Hydrocarbon derivative"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Organic nitrogen compound"", ""Amine"", ""Organobromide"", ""Organofluoride"", ""Organonitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034623-12,NotAvailable,"External_descriptors: [[""source: CHEBI"", ""source_id: CHEBI:49960"", ""annotation: [\""piperidines\"", \""organofluorine compound\"", \""organobromine compound\"", \""aromatic ether\"", \""secondary amine\"", \""quinazolines\""]""]]"
Q10034623-12,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Amines"", ""Aminopyrimidines and derivatives"", ""Aniline and substituted anilines"", ""Anisoles"", ""Aryl bromides"", ""Aryl fluorides"", ""Aryl halides"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzodiazines"", ""Bromobenzenes"", ""Chemical entities"", ""Diazanaphthalenes"", ""Diazines"", ""Ethers"", ""Fluorobenzenes"", ""Halobenzenes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Imidolactams"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organobromides"", ""Organofluorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenol ethers"", ""Piperidines"", ""Pyrimidines and pyrimidine derivatives"", ""Quinazolinamines"", ""Quinazolines"", ""Secondary amines"", ""Tertiary amines"", ""Trialkylamines""]"
Q10034623-12,NotAvailable,"predicted_chebi_terms: [""anilines (CHEBI:22562)"", ""methoxybenzene (CHEBI:51683)"", ""aromatic ether (CHEBI:35618)"", ""aminopyrimidine (CHEBI:38338)"", ""organobromine compound (CHEBI:37141)"", ""organofluorine compound (CHEBI:37143)"", ""piperidines (CHEBI:26151)"", ""heterocyclic compound (CHEBI:5686)"", ""dicarboximide (CHEBI:35356)"", ""organic aromatic compound (CHEBI:33659)"", ""tertiary amino compound (CHEBI:50996)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""secondary amine (CHEBI:32863)"", ""organic molecule (CHEBI:72695)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""quinazolines (CHEBI:38530)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organic heterocyclic compound (CHEBI:24532)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""organohalogen compound (CHEBI:36684)"", ""haloarene (CHEBI:50887)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""azaarene (CHEBI:50893)""]"
Q10034623-12,NotAvailable,predicted_lipidmaps_terms: []
Q10034623-12,NotAvailable,Classification_version: 2.1
Q10034623-13,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034623-13,CHEMONTID:0002448,Superclass: Benzenoids
Q10034623-13,CHEMONTID:0002279,Class: Benzene and substituted derivatives
Q10034623-13,CHEMONTID:0000369,Subclass: Diphenylmethanes
Q10034623-13,CHEMONTID:0000369,Direct_parent: Diphenylmethanes
Q10034623-13,CHEMONTID:0000186,alternative_parents: Phenethylamines
Q10034623-13,CHEMONTID:0002542,alternative_parents: Benzylethers
Q10034623-13,CHEMONTID:0000296,alternative_parents: Benzodioxoles
Q10034623-13,CHEMONTID:0003899,alternative_parents: Aralkylamines
Q10034623-13,CHEMONTID:0000195,alternative_parents: Piperidines
Q10034623-13,CHEMONTID:0002239,alternative_parents: Trialkylamines
Q10034623-13,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
Q10034623-13,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
Q10034623-13,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034623-13,CHEMONTID:0001656,alternative_parents: Acetals
Q10034623-13,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034623-13,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034623-13,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034623-13,NotAvailable,"Substituents: [""Diphenylmethane"", ""Benzodioxole"", ""Benzylether"", ""Phenethylamine"", ""Aralkylamine"", ""Piperidine"", ""Tertiary amine"", ""Tertiary aliphatic amine"", ""Acetal"", ""Dialkyl ether"", ""Ether"", ""Oxacycle"", ""Azacycle"", ""Organoheterocyclic compound"", ""Organopnictogen compound"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Hydrocarbon derivative"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Amine"", ""Aromatic heteropolycyclic compound""]"
Q10034623-13,NotAvailable,External_descriptors: []
Q10034623-13,NotAvailable,"Ancestors: [""Acetals"", ""Amines"", ""Aralkylamines"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzodioxoles"", ""Benzylethers"", ""Chemical entities"", ""Dialkyl ethers"", ""Diphenylmethanes"", ""Ethers"", ""Hydrocarbon derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Phenethylamines"", ""Piperidines"", ""Tertiary amines"", ""Trialkylamines""]"
