CompoundID,ChemOntID,ClassifiedResults
Q10034625-8,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
Q10034625-8,CHEMONTID:0001878,Direct_parent: Beta amino acids and derivatives
Q10034625-8,CHEMONTID:0000335,alternative_parents: N-acylpiperidines
Q10034625-8,CHEMONTID:0002564,alternative_parents: Dichlorobenzenes
Q10034625-8,CHEMONTID:0001581,alternative_parents: Piperidinones
Q10034625-8,CHEMONTID:0000392,alternative_parents: Morpholines
Q10034625-8,CHEMONTID:0001030,alternative_parents: Aryl chlorides
Q10034625-8,CHEMONTID:0001664,alternative_parents: Tertiary carboxylic acid amides
Q10034625-8,CHEMONTID:0002239,alternative_parents: Trialkylamines
Q10034625-8,CHEMONTID:0003487,alternative_parents: Cyclic ketones
Q10034625-8,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
Q10034625-8,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
Q10034625-8,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-8,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-8,CHEMONTID:0001516,alternative_parents: Organochlorides
Q10034625-8,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-8,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-8,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034625-8,NotAvailable,"Substituents: [""Beta amino acid or derivatives"", ""N-acyl-piperidine"", ""1,2-dichlorobenzene"", ""Piperidinone"", ""Halobenzene"", ""Chlorobenzene"", ""Aryl chloride"", ""Morpholine"", ""Oxazinane"", ""Piperidine"", ""Aryl halide"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""Tertiary carboxylic acid amide"", ""Tertiary aliphatic amine"", ""Cyclic ketone"", ""Ketone"", ""Tertiary amine"", ""Carboxamide group"", ""Oxacycle"", ""Dialkyl ether"", ""Azacycle"", ""Ether"", ""Organoheterocyclic compound"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Amine"", ""Hydrocarbon derivative"", ""Carbonyl group"", ""Organic oxide"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organochloride"", ""Organohalogen compound"", ""Aromatic heteromonocyclic compound""]"
Q10034625-8,NotAvailable,External_descriptors: []
Q10034625-8,NotAvailable,"Ancestors: [""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aryl chlorides"", ""Aryl halides"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Beta amino acids and derivatives"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Chlorobenzenes"", ""Cyclic ketones"", ""Dialkyl ethers"", ""Dichlorobenzenes"", ""Ethers"", ""Halobenzenes"", ""Hydrocarbon derivatives"", ""Ketones"", ""Morpholines"", ""N-acylpiperidines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organochlorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxazinanes"", ""Piperidines"", ""Piperidinones"", ""Tertiary amines"", ""Tertiary carboxylic acid amides"", ""Trialkylamines""]"
Q10034625-8,NotAvailable,"predicted_chebi_terms: [""N-acylpiperidine (CHEBI:48591)"", ""dichlorobenzene (CHEBI:23697)"", ""piperidones (CHEBI:48589)"", ""morpholines (CHEBI:38785)"", ""organochlorine compound (CHEBI:36683)"", ""carboxamide (CHEBI:37622)"", ""tertiary amino compound (CHEBI:50996)"", ""cyclic ketone (CHEBI:3992)"", ""oxacycle (CHEBI:38104)"", ""ether (CHEBI:25698)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""piperidines (CHEBI:26151)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organohalogen compound (CHEBI:36684)"", ""oxazinane (CHEBI:46952)"", ""haloarene (CHEBI:50887)"", ""amide (CHEBI:32988)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""oxygen molecular entity (CHEBI:25806)"", ""carbonyl compound (CHEBI:36586)"", ""ketone (CHEBI:17087)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)""]"
Q10034625-8,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-8,NotAvailable,Classification_version: 2.1
Q10034625-9,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-9,CHEMONTID:0000261,Superclass: Phenylpropanoids and polyketides
Q10034625-9,CHEMONTID:0000476,Class: Cinnamic acids and derivatives
Q10034625-9,CHEMONTID:0001391,Subclass: Hydroxycinnamic acids and derivatives
Q10034625-9,CHEMONTID:0000059,Intermediate_nodes: Coumaric acids and derivatives
Q10034625-9,CHEMONTID:0002505,Direct_parent: Coumaric acids
Q10034625-9,CHEMONTID:0002504,alternative_parents: Cinnamic acids
Q10034625-9,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
Q10034625-9,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
Q10034625-9,CHEMONTID:0000138,alternative_parents: Anisoles
Q10034625-9,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
Q10034625-9,CHEMONTID:0000362,alternative_parents: Nitriles
Q10034625-9,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
Q10034625-9,CHEMONTID:0001205,alternative_parents: Carboxylic acids
Q10034625-9,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-9,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-9,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-9,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
Q10034625-9,NotAvailable,mMlecular_framework: Aromatic homomonocyclic compounds
Q10034625-9,NotAvailable,"Substituents: [""Cinnamic acid"", ""Coumaric acid"", ""Phenoxy compound"", ""Anisole"", ""Methoxybenzene"", ""Phenol ether"", ""Alkyl aryl ether"", ""Monocyclic benzene moiety"", ""Benzenoid"", ""Carboxylic acid derivative"", ""Carboxylic acid"", ""Ether"", ""Monocarboxylic acid or derivatives"", ""Carbonitrile"", ""Nitrile"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Carbonyl group"", ""Organic nitrogen compound"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Aromatic homomonocyclic compound""]"
Q10034625-9,NotAvailable,External_descriptors: []
Q10034625-9,NotAvailable,"Ancestors: [""Alkyl aryl ethers"", ""Anisoles"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acids"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Cinnamic acids"", ""Cinnamic acids and derivatives"", ""Coumaric acids"", ""Coumaric acids and derivatives"", ""Ethers"", ""Hydrocarbon derivatives"", ""Hydroxycinnamic acids and derivatives"", ""Methoxybenzenes"", ""Monocarboxylic acids and derivatives"", ""Nitriles"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic cyanides"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenol ethers"", ""Phenoxy compounds"", ""Phenylpropanoids and polyketides""]"
Q10034625-9,NotAvailable,"predicted_chebi_terms: [""cinnamic acids (CHEBI:23252)"", ""benzenes (CHEBI:22712)"", ""methoxybenzene (CHEBI:51683)"", ""aromatic ether (CHEBI:35618)"", ""nitrile (CHEBI:18379)"", ""carbonyl compound (CHEBI:36586)"", ""carboxylic acid (CHEBI:33575)"", ""carboxylic acid anion (CHEBI:29067)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""hydroxycinnamic acid (CHEBI:24689)"", ""chemical entity (CHEBI:24431)"", ""organooxygen compound (CHEBI:36963)"", ""olefinic compound (CHEBI:78840)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""ether (CHEBI:25698)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""cyanides (CHEBI:23424)""]"
Q10034625-9,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-9,NotAvailable,Classification_version: 2.1
Q10034625-10,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-10,CHEMONTID:0000261,Superclass: Phenylpropanoids and polyketides
Q10034625-10,CHEMONTID:0003467,"Class: Linear 1,3-diarylpropanoids"
Q10034625-10,CHEMONTID:0001630,Subclass: Chalcones and dihydrochalcones
Q10034625-10,CHEMONTID:0003474,Direct_parent: Retrochalcones
Q10034625-10,CHEMONTID:0003901,alternative_parents: Dialkylarylamines
Q10034625-10,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
Q10034625-10,CHEMONTID:0003670,alternative_parents: Aryl ketones
Q10034625-10,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
Q10034625-10,CHEMONTID:0003674,"alternative_parents: Alpha-branched alpha,beta-unsaturated ketones"
Q10034625-10,CHEMONTID:0001363,alternative_parents: Enones
Q10034625-10,CHEMONTID:0000275,alternative_parents: Acryloyl compounds
Q10034625-10,CHEMONTID:0000362,alternative_parents: Nitriles
Q10034625-10,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-10,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-10,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-10,NotAvailable,mMlecular_framework: Aromatic homomonocyclic compounds
Q10034625-10,NotAvailable,"Substituents: [""Retrochalcone"", ""Benzoyl"", ""Tertiary aliphatic/aromatic amine"", ""Aniline or substituted anilines"", ""Dialkylarylamine"", ""Aryl ketone"", ""Monocyclic benzene moiety"", ""Alpha-branched alpha,beta-unsaturated-ketone"", ""Benzenoid"", ""Acryloyl-group"", ""Enone"", ""Alpha,beta-unsaturated ketone"", ""Ketone"", ""Tertiary amine"", ""Nitrile"", ""Carbonitrile"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic nitrogen compound"", ""Organic oxide"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Hydrocarbon derivative"", ""Amine"", ""Aromatic homomonocyclic compound""]"
Q10034625-10,NotAvailable,External_descriptors: []
Q10034625-10,NotAvailable,"Ancestors: [""Acryloyl compounds"", ""Alpha,beta-unsaturated carbonyl compounds"", ""Alpha,beta-unsaturated ketones"", ""Alpha-branched alpha,beta-unsaturated ketones"", ""Amines"", ""Aniline and substituted anilines"", ""Aryl ketones"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoyl derivatives"", ""Carbonyl compounds"", ""Chalcones and dihydrochalcones"", ""Chemical entities"", ""Dialkylarylamines"", ""Enones"", ""Hydrocarbon derivatives"", ""Ketones"", ""Linear 1,3-diarylpropanoids"", ""Nitriles"", ""Organic compounds"", ""Organic cyanides"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenylpropanoids and polyketides"", ""Retrochalcones"", ""Tertiary alkylarylamines"", ""Tertiary amines""]"
Q10034625-10,NotAvailable,"predicted_chebi_terms: [""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""carbonyl compound (CHEBI:36586)"", ""aromatic ketone (CHEBI:76224)"", ""anilines (CHEBI:22562)"", ""enone (CHEBI:51689)"", ""olefinic compound (CHEBI:78840)"", ""nitrile (CHEBI:18379)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""chalcones (CHEBI:23086)"", ""chemical entity (CHEBI:24431)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ketone (CHEBI:17087)"", ""alpha,beta-unsaturated ketone (CHEBI:51721)"", ""cyanides (CHEBI:23424)"", ""aromatic compound (CHEBI:33655)"", ""flavonoids (CHEBI:72544)""]"
Q10034625-10,NotAvailable,"predicted_lipidmaps_terms: [""Chalcones and dihydrochalcones (PK1212)""]"
Q10034625-10,NotAvailable,Classification_version: 2.1
Q10034625-11,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-11,CHEMONTID:0000279,Superclass: Alkaloids and derivatives
Q10034625-11,CHEMONTID:0001140,Class: Harmala alkaloids
Q10034625-11,CHEMONTID:0001140,Direct_parent: Harmala alkaloids
Q10034625-11,CHEMONTID:0001914,alternative_parents: Beta carbolines
Q10034625-11,CHEMONTID:0002497,alternative_parents: Indoles
Q10034625-11,CHEMONTID:0000089,alternative_parents: Pyridines and derivatives
Q10034625-11,CHEMONTID:0002448,alternative_parents: Benzenoids
Q10034625-11,CHEMONTID:0000090,alternative_parents: Pyrroles
Q10034625-11,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-11,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-11,CHEMONTID:0000286,alternative_parents: Primary alcohols
Q10034625-11,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-11,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-11,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-11,NotAvailable,"Substituents: [""Harman"", ""Beta-carboline"", ""Pyridoindole"", ""Indole"", ""Indole or derivatives"", ""Pyridine"", ""Benzenoid"", ""Pyrrole"", ""Heteroaromatic compound"", ""Azacycle"", ""Organoheterocyclic compound"", ""Alcohol"", ""Primary alcohol"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Hydrocarbon derivative"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034625-11,NotAvailable,External_descriptors: []
Q10034625-11,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alkaloids and derivatives"", ""Azacyclic compounds"", ""Benzenoids"", ""Beta carbolines"", ""Chemical entities"", ""Harmala alkaloids"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Indoles"", ""Indoles and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Primary alcohols"", ""Pyridines and derivatives"", ""Pyridoindoles"", ""Pyrroles""]"
Q10034625-11,NotAvailable,"predicted_chebi_terms: [""beta-carbolines (CHEBI:60834)"", ""indoles (CHEBI:24828)"", ""pyridines (CHEBI:26421)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""pyrroles (CHEBI:26455)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""primary alcohol (CHEBI:15734)"", ""organonitrogen compound (CHEBI:35352)"", ""organic molecule (CHEBI:72695)"", ""harmala alkaloid (CHEBI:61379)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""pyridoindole (CHEBI:48888)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""nitrogen molecular entity (CHEBI:51143)"", ""alkaloid (CHEBI:22315)""]"
Q10034625-11,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-11,NotAvailable,Classification_version: 2.1
Q10034625-12,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-12,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-12,CHEMONTID:0000089,Class: Pyridines and derivatives
Q10034625-12,CHEMONTID:0000089,Direct_parent: Pyridines and derivatives
Q10034625-12,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-12,CHEMONTID:0001363,alternative_parents: Enones
Q10034625-12,CHEMONTID:0000275,alternative_parents: Acryloyl compounds
Q10034625-12,CHEMONTID:0000118,alternative_parents: Ketones
Q10034625-12,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-12,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-12,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
Q10034625-12,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-12,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-12,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034625-12,NotAvailable,"Substituents: [""Pyridine"", ""Acryloyl-group"", ""Enone"", ""Alpha,beta-unsaturated ketone"", ""Heteroaromatic compound"", ""Ketone"", ""Azacycle"", ""Organic oxide"", ""Organopnictogen compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Carbonyl group"", ""Hydrocarbon derivative"", ""Aromatic heteromonocyclic compound""]"
Q10034625-12,NotAvailable,External_descriptors: []
Q10034625-12,NotAvailable,"Ancestors: [""Acryloyl compounds"", ""Alpha,beta-unsaturated carbonyl compounds"", ""Alpha,beta-unsaturated ketones"", ""Azacyclic compounds"", ""Carbonyl compounds"", ""Chemical entities"", ""Enones"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Ketones"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Pyridines and derivatives""]"
Q10034625-12,NotAvailable,"predicted_chebi_terms: [""organic aromatic compound (CHEBI:33659)"", ""enone (CHEBI:51689)"", ""olefinic compound (CHEBI:78840)"", ""ketone (CHEBI:17087)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""pyridines (CHEBI:26421)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""carbonyl compound (CHEBI:36586)"", ""alpha,beta-unsaturated ketone (CHEBI:51721)"", ""nitrogen molecular entity (CHEBI:51143)""]"
Q10034625-12,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-12,NotAvailable,Classification_version: 2.1
Q10034625-13,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-13,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
Q10034625-13,CHEMONTID:0001346,Class: Diazines
Q10034625-13,CHEMONTID:0000075,Subclass: Pyrimidines and pyrimidine derivatives
Q10034625-13,CHEMONTID:0000291,Intermediate_nodes: Pyrimidones
Q10034625-13,CHEMONTID:0000292,Direct_parent: Barbituric acid derivatives
Q10034625-13,CHEMONTID:0001091,alternative_parents: Toluenes
Q10034625-13,CHEMONTID:0002023,alternative_parents: N-acyl ureas
Q10034625-13,CHEMONTID:0002389,alternative_parents: Diazinanes
Q10034625-13,CHEMONTID:0003890,alternative_parents: Vinylogous amides
Q10034625-13,CHEMONTID:0003033,alternative_parents: Dicarboximides
Q10034625-13,CHEMONTID:0000347,alternative_parents: Amino acids and derivatives
Q10034625-13,CHEMONTID:0000470,alternative_parents: Enamines
Q10034625-13,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
Q10034625-13,CHEMONTID:0004218,alternative_parents: Allylamines
Q10034625-13,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
Q10034625-13,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-13,CHEMONTID:0000469,alternative_parents: Monoalkylamines
Q10034625-13,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-13,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
Q10034625-13,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
Q10034625-13,NotAvailable,"Substituents: [""Barbiturate"", ""N-acyl urea"", ""Ureide"", ""Toluene"", ""Monocyclic benzene moiety"", ""1,3-diazinane"", ""Benzenoid"", ""Dicarboximide"", ""Vinylogous amide"", ""Amino acid or derivatives"", ""Carbonic acid derivative"", ""Urea"", ""Carboxylic acid derivative"", ""Allylamine"", ""Enamine"", ""Azacycle"", ""Hydrocarbon derivative"", ""Primary aliphatic amine"", ""Organic nitrogen compound"", ""Organic oxide"", ""Amine"", ""Carbonyl group"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Primary amine"", ""Aromatic heteromonocyclic compound""]"
Q10034625-13,NotAvailable,External_descriptors: []
Q10034625-13,NotAvailable,"Ancestors: [""Allylamines"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Azacyclic compounds"", ""Barbituric acid derivatives"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid imides"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Diazinanes"", ""Diazines"", ""Dicarboximides"", ""Enamines"", ""Hydrocarbon derivatives"", ""Monoalkylamines"", ""N-acyl ureas"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Primary amines"", ""Pyrimidines and pyrimidine derivatives"", ""Pyrimidones"", ""Toluenes"", ""Ureas"", ""Ureides"", ""Vinylogous amides""]"
Q10034625-13,NotAvailable,"predicted_chebi_terms: [""toluenes (CHEBI:27024)"", ""N-acylurea (CHEBI:74266)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""enone (CHEBI:51689)"", ""enamine (CHEBI:47989)"", ""dicarboximide (CHEBI:35356)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""amine (CHEBI:32952)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""barbiturates (CHEBI:22693)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""ureas (CHEBI:47857)"", ""amino acid (CHEBI:33709)"", ""peptide (CHEBI:16670)"", ""nitrogen molecular entity (CHEBI:51143)"", ""oxygen molecular entity (CHEBI:25806)"", ""primary amine (CHEBI:32877)"", ""diazines (CHEBI:38313)"", ""pyrimidines (CHEBI:39447)"", ""pyrimidone (CHEBI:38337)""]"
Q10034625-13,NotAvailable,predicted_lipidmaps_terms: []
Q10034625-13,NotAvailable,Classification_version: 2.1
Q10034625-14,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-14,CHEMONTID:0000261,Superclass: Phenylpropanoids and polyketides
Q10034625-14,CHEMONTID:0000145,Class: Coumarins and derivatives
Q10034625-14,CHEMONTID:0000145,Direct_parent: Coumarins and derivatives
Q10034625-14,CHEMONTID:0001890,alternative_parents: Isocoumarins and derivatives
Q10034625-14,CHEMONTID:0003411,alternative_parents: 2-benzopyrans
Q10034625-14,CHEMONTID:0003410,alternative_parents: 1-benzopyrans
Q10034625-14,CHEMONTID:0000481,alternative_parents: Pyranones and derivatives
Q10034625-14,CHEMONTID:0004647,alternative_parents: 1-hydroxy-4-unsubstituted benzenoids
Q10034625-14,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
Q10034625-14,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
Q10034625-14,CHEMONTID:0000050,alternative_parents: Lactones
Q10034625-14,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
Q10034625-14,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
Q10034625-14,CHEMONTID:0003940,alternative_parents: Organic oxides
Q10034625-14,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
Q10034625-14,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
Q10034625-14,NotAvailable,"Substituents: [""Coumarin"", ""Isocoumarin"", ""Benzopyran"", ""1-benzopyran"", ""2-benzopyran"", ""1-hydroxy-4-unsubstituted benzenoid"", ""1-hydroxy-2-unsubstituted benzenoid"", ""Pyranone"", ""Pyran"", ""Benzenoid"", ""Heteroaromatic compound"", ""Lactone"", ""Oxacycle"", ""Organoheterocyclic compound"", ""Organooxygen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organic oxygen compound"", ""Aromatic heteropolycyclic compound""]"
Q10034625-14,NotAvailable,External_descriptors: []
Q10034625-14,NotAvailable,"Ancestors: [""1-benzopyrans"", ""1-hydroxy-2-unsubstituted benzenoids"", ""1-hydroxy-4-unsubstituted benzenoids"", ""2-benzopyrans"", ""Benzenoids"", ""Benzopyrans"", ""Chemical entities"", ""Coumarins and derivatives"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Isocoumarins and derivatives"", ""Lactones"", ""Organic compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organooxygen compounds"", ""Oxacyclic compounds"", ""Phenols"", ""Phenylpropanoids and polyketides"", ""Pyranones and derivatives"", ""Pyrans""]"
Q10034625-14,NotAvailable,"predicted_chebi_terms: [""isocoumarins (CHEBI:38758)"", ""2-benzopyran (CHEBI:38444)"", ""1-benzopyran (CHEBI:38443)"", ""pyranone (CHEBI:37963)"", ""phenols (CHEBI:33853)"", ""organic aromatic compound (CHEBI:33659)"", ""lactone (CHEBI:25000)"", ""oxacycle (CHEBI:38104)"", ""organooxygen compound (CHEBI:36963)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""coumarins (CHEBI:23403)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""benzopyran (CHEBI:22727)"", ""pyrans (CHEBI:26407)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)""]"
Q10034625-14,NotAvailable,"predicted_lipidmaps_terms: [""Benzopyranoids (PK1311)""]"
Q10034625-14,NotAvailable,Classification_version: 2.1
Q10034625-15,CHEMONTID:0000000,Kingdom: Organic compounds
Q10034625-15,CHEMONTID:0000261,Superclass: Phenylpropanoids and polyketides
Q10034625-15,CHEMONTID:0001614,Class: Neoflavonoids
